repo_id,instruction_file,reference,extracted_reference,reference_type,extraction_rule,confidence,resolved_path,resolution_status,exists_in_head,status,misguidance_category,historical_existence,counts_toward_primary_misguidance,parser_version,extraction_mode
dagster-io/dagster,CLAUDE.md,make dev_webapp,make dev_webapp,command,make_command_to_makefile,medium,Makefile,resolved,True,valid,,,False,v2,misguidance_v2
dagster-io/dagster,CLAUDE.md,api,api,directory_mention,common_directory_name,medium,api/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
dagster-io/dagster,CLAUDE.md,API,API,directory_mention,common_directory_name,medium,api/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
dagster-io/dagster,CLAUDE.md,uv pip install -e .,uv pip install -e .,code_span,code_span,medium,uv pip install -e .,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
dagster-io/dagster,CLAUDE.md,setup.py,setup.py,config_file,known_config_filename,medium,setup.py,not_in_head,False,stale,stale_config,existed_before,True,v2,misguidance_v2
dagster-io/dagster,CLAUDE.md,make command,make command,command,make_command_to_makefile,medium,Makefile,resolved,True,valid,,,False,v2,misguidance_v2
dagster-io/dagster,CLAUDE.md,Makefile,Makefile,config_file,known_config_filename,high,Makefile,resolved,True,valid,,,False,v2,misguidance_v2
dagster-io/dagster,CLAUDE.md,"gh search commits ""FirstName"" --author=""Full Name"" --repo=dagster-io/dagster","gh search commits ""FirstName"" --author=""Full Name"" --repo=dagster-io/dagster",code_span,code_span,medium,"gh search commits ""FirstName"" --author=""Full Name"" --repo=dagster-io/dagster",not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
dagster-io/dagster,CLAUDE.md,dagster-io/dagster,dagster-io/dagster,explicit_path,explicit_path,medium,dagster-io/dagster,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
dagster-io/dagster,docs/CLAUDE.md,dev,dev,directory_mention,common_directory_name,medium,dev/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
dagster-io/dagster,docs/CLAUDE.md,API,API,directory_mention,common_directory_name,medium,api/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
dagster-io/dagster,docs/CLAUDE.md,docs,docs,directory_mention,common_directory_name,medium,docs/,resolved,True,valid,,,False,v2,misguidance_v2
dagster-io/dagster,docs/CLAUDE.md,api,api,directory_mention,common_directory_name,medium,api/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
dagster-io/dagster,docs/CLAUDE.md,make dev_install,make dev_install,command,make_command_to_makefile,medium,Makefile,resolved,True,valid,,,False,v2,misguidance_v2
dagster-io/dagster,docs/CLAUDE.md,uv run scripts/check-frontmatter.py,uv run scripts/check-frontmatter.py,code_span,code_span,medium,uv run scripts/check-frontmatter.py,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
dagster-io/dagster,docs/CLAUDE.md,scripts/check-frontmatter.py,scripts/check-frontmatter.py,explicit_path,explicit_path,high,docs/scripts/check-frontmatter.py,resolved,True,valid,,,False,v2,misguidance_v2
dagster-io/dagster,docs/CLAUDE.md,docs/partials/_KindsTags.md,docs/partials/_KindsTags.md,code_span,code_span,medium,docs/docs/partials/_KindsTags.md,resolved,True,valid,,,False,v2,misguidance_v2
dagster-io/dagster,docs/CLAUDE.md,docs/partials/_KindsTags.md,docs/partials/_KindsTags.md,explicit_path,explicit_path,high,docs/docs/partials/_KindsTags.md,resolved,True,valid,,,False,v2,misguidance_v2
dagster-io/dagster,docs/CLAUDE.md,README.md,README.md,code_span,code_span,low,README.md,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,AGENTS.md,AGENTS.md,include_directive,include_directive,high,AGENTS.md,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,from airflow.sdk import DAG,from airflow.sdk import DAG,code_span,code_span,medium,from airflow.sdk import DAG,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,"dag = DAG(""my_dag"", ...)","dag = DAG(""my_dag"", ...)",code_span,code_span,medium,"dag = DAG(""my_dag"", ...)",not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,dag_processing/,dag_processing/,code_span,code_span,medium,dag_processing/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,[ADR 0017](dev/breeze/doc/adr/0017-use-uvx-to-run-breeze-from-local-sources.md),[ADR 0017](dev/breeze/doc/adr/0017-use-uvx-to-run-breeze-from-local-sources.md),markdown_link,markdown_link,medium,dev/breeze/doc/adr/0017-use-uvx-to-run-breeze-from-local-sources.md,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,scripts/tools/setup_breeze,scripts/tools/setup_breeze,code_span,code_span,medium,scripts/tools/setup_breeze,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,~/.local/bin/breeze,~/.local/bin/breeze,code_span,code_span,medium,~/.local/bin/breeze,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,dev/breeze,dev/breeze,code_span,code_span,medium,dev/breeze/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,scripts/tools/setup_breeze,scripts/tools/setup_breeze,explicit_path,explicit_path,high,scripts/tools/setup_breeze,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,dev/breeze,dev/breeze,explicit_path,explicit_path,high,dev/breeze/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,dev/breeze/doc/adr/0017-use-uvx-to-run-breeze-from-local-sources.md,dev/breeze/doc/adr/0017-use-uvx-to-run-breeze-from-local-sources.md,explicit_path,explicit_path,high,dev/breeze/doc/adr/0017-use-uvx-to-run-breeze-from-local-sources.md,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,dev,dev,directory_mention,common_directory_name,medium,dev/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,dev/,dev/,code_span,code_span,medium,dev/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,/opt/airflow/dev/,/opt/airflow/dev/,code_span,code_span,medium,opt/airflow/dev/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,airflow-core,airflow-core,code_span,code_span,low,airflow-core/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,providers/amazon,providers/amazon,code_span,code_span,medium,providers/amazon/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,providers/amazon,providers/amazon,explicit_path,explicit_path,high,providers/amazon/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,uv run --project <PROJECT> pytest path/to/test.py::TestClass::test_method -xvs,uv run --project <PROJECT> pytest path/to/test.py::TestClass::test_method -xvs,code_span,code_span,medium,uv run --project <PROJECT> pytest path/to/test.py::TestClass::test_method -xvs,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,path/to/test.py,path/to/test.py,explicit_path,explicit_path,medium,path/to/test.py,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,uv run --project <PROJECT> pytest path/to/test.py -xvs,uv run --project <PROJECT> pytest path/to/test.py -xvs,code_span,code_span,medium,uv run --project <PROJECT> pytest path/to/test.py -xvs,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,uv run --project <PROJECT> pytest path/to/package -xvs,uv run --project <PROJECT> pytest path/to/package -xvs,code_span,code_span,medium,uv run --project <PROJECT> pytest path/to/package -xvs,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,path/to/package,path/to/package,explicit_path,explicit_path,medium,path/to/package,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,uv run --project <PROJECT> python dev/my_script.py,uv run --project <PROJECT> python dev/my_script.py,code_span,code_span,medium,uv run --project <PROJECT> python dev/my_script.py,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,dev/my_script.py,dev/my_script.py,explicit_path,explicit_path,medium,dev/my_script.py,not_in_head,False,stale,stale_path,existed_before,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,breeze testing helm-tests --use-xdist --kubernetes-version 1.35.0,breeze testing helm-tests --use-xdist --kubernetes-version 1.35.0,code_span,code_span,medium,breeze testing helm-tests --use-xdist --kubernetes-version 1.35.0,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,airflow-ctl-tests,airflow-ctl-tests,code_span,code_span,low,airflow-ctl-tests/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,uv run --project scripts pytest scripts/tests/ -xvs,uv run --project scripts pytest scripts/tests/ -xvs,code_span,code_span,medium,uv run --project scripts pytest scripts/tests/ -xvs,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,scripts/tests/,scripts/tests/,explicit_path,explicit_path,high,scripts/tests/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,shared/<dist>,shared/<dist>,code_span,code_span,medium,shared/<dist,not_in_head,False,stale,stale_path,existed_before,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,.build/mypy-venvs/<hook>/,.build/mypy-venvs/<hook>/,code_span,code_span,medium,build/mypy-venvs/<hook>/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,.build/mypy-caches/<hook>/,.build/mypy-caches/<hook>/,code_span,code_span,medium,build/mypy-caches/<hook>/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,uv.lock,uv.lock,code_span,code_span,low,uv.lock,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,.venv,.venv,code_span,code_span,medium,venv,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,.venv/bin/uv,.venv/bin/uv,code_span,code_span,medium,venv/bin/uv,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,dev,dev,code_span,code_span,low,dev/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,.build/mypy-venvs/,.build/mypy-venvs/,explicit_path,explicit_path,medium,build/mypy-venvs/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,.build/mypy-caches/,.build/mypy-caches/,explicit_path,explicit_path,medium,build/mypy-caches/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,.venv/bin/uv,.venv/bin/uv,explicit_path,explicit_path,medium,venv/bin/uv,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,breeze run mypy path/to/code,breeze run mypy path/to/code,code_span,code_span,medium,breeze run mypy path/to/code,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,path/to/code,path/to/code,explicit_path,explicit_path,medium,path/to/code,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,docs,docs,directory_mention,common_directory_name,medium,docs/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,backend,backend,directory_mention,common_directory_name,medium,backend/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,pyproject.toml,pyproject.toml,config_file,known_config_filename,high,pyproject.toml,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,airflow-core/src/airflow/,airflow-core/src/airflow/,code_span,scope_section:code_span,high,airflow-core/src/airflow/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,airflow-core/src/airflow/,airflow-core/src/airflow/,explicit_path,explicit_path,high,airflow-core/src/airflow/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,src,src,directory_mention,common_directory_name,medium,src/,not_in_head,False,stale,stale_directory,existed_before,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,API,API,directory_mention,common_directory_name,medium,api/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,models/,models/,code_span,scope_section:code_span,medium,models/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,jobs/,jobs/,code_span,scope_section:code_span,medium,jobs/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,api_fastapi/core_api/,api_fastapi/core_api/,code_span,scope_section:code_span,medium,api_fastapi/core_api/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,api_fastapi/core_api/,api_fastapi/core_api/,explicit_path,explicit_path,medium,api_fastapi/core_api/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,api_fastapi/execution_api/,api_fastapi/execution_api/,code_span,scope_section:code_span,medium,api_fastapi/execution_api/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,api_fastapi/execution_api/,api_fastapi/execution_api/,explicit_path,explicit_path,medium,api_fastapi/execution_api/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,dag_processing/,dag_processing/,code_span,scope_section:code_span,medium,dag_processing/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,cli/,cli/,code_span,scope_section:code_span,medium,cli/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,ui/,ui/,code_span,scope_section:code_span,medium,ui/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,React/TypeScript,React/TypeScript,explicit_path,explicit_path,medium,React/TypeScript,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,task-sdk/,task-sdk/,code_span,scope_section:code_span,high,task-sdk/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,src/airflow/sdk/execution_time/,src/airflow/sdk/execution_time/,code_span,scope_section:code_span,medium,src/airflow/sdk/execution_time/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,src/airflow/sdk/execution_time/,src/airflow/sdk/execution_time/,explicit_path,explicit_path,medium,src/airflow/sdk/execution_time/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,providers/,providers/,code_span,scope_section:code_span,high,providers/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,pyproject.toml,pyproject.toml,code_span,scope_section:code_span,high,pyproject.toml,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,packages,packages,directory_mention,common_directory_name,medium,packages/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,airflow-ctl/,airflow-ctl/,code_span,scope_section:code_span,high,airflow-ctl/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,chart/,chart/,code_span,scope_section:code_span,high,chart/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,dev/,dev/,code_span,scope_section:code_span,high,dev/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,scripts/,scripts/,code_span,scope_section:code_span,high,scripts/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,ci/prek/,ci/prek/,code_span,scope_section:code_span,medium,ci/prek/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,common_prek_utils.py,common_prek_utils.py,code_span,scope_section:code_span,medium,common_prek_utils.py,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,ci/prek/,ci/prek/,explicit_path,explicit_path,medium,ci/prek/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,tests/,tests/,code_span,scope_section:code_span,medium,tests/,not_in_head,False,stale,stale_directory,existed_before,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,uv run --project scripts pytest scripts/tests/,uv run --project scripts pytest scripts/tests/,code_span,scope_section:code_span,medium,uv run --project scripts pytest scripts/tests/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,uv.lock,uv.lock,code_span,scope_section:code_span,low,uv.lock,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,airflow.sdk,airflow.sdk,code_span,scope_section:code_span,medium,airflow.sdk,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,tasks/sensors,tasks/sensors,explicit_path,explicit_path,medium,tasks/sensors,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,shared,shared,code_span,scope_section:code_span,low,shared/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,[`airflow-core/docs/security/security_model.rst`](airflow-core/docs/security/security_model.rst),[`airflow-core/docs/security/security_model.rst`](airflow-core/docs/security/security_model.rst),markdown_link,markdown_link,medium,airflow-core/docs/security/security_model.rst,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,airflow-core/docs/security/security_model.rst,airflow-core/docs/security/security_model.rst,code_span,code_span,medium,airflow-core/docs/security/security_model.rst,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,airflow-core/docs/security/security_model.rst,airflow-core/docs/security/security_model.rst,explicit_path,explicit_path,high,airflow-core/docs/security/security_model.rst,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,[`airflow-core/docs/security/jwt_token_authentication.rst`](airflow-core/docs/security/jwt_token_authentication.rst),[`airflow-core/docs/security/jwt_token_authentication.rst`](airflow-core/docs/security/jwt_token_authentication.rst),markdown_link,markdown_link,medium,airflow-core/docs/security/jwt_token_authentication.rst,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,airflow-core/docs/security/jwt_token_authentication.rst,airflow-core/docs/security/jwt_token_authentication.rst,code_span,code_span,medium,airflow-core/docs/security/jwt_token_authentication.rst,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,airflow-core/docs/security/jwt_token_authentication.rst,airflow-core/docs/security/jwt_token_authentication.rst,explicit_path,explicit_path,high,airflow-core/docs/security/jwt_token_authentication.rst,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,DFP/Triggerer,DFP/Triggerer,explicit_path,explicit_path,medium,DFP/Triggerer,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,shared,shared,code_span,code_span,low,shared/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,task-sdk,task-sdk,code_span,code_span,low,task-sdk/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,internal,internal,directory_mention,common_directory_name,medium,internal/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,time.monotonic(),time.monotonic(),code_span,code_span,medium,time.monotonic(),not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,time.time(),time.time(),code_span,code_span,medium,time.time(),not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,session.commit(),session.commit(),code_span,code_span,medium,session.commit(),not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,kubernetes.client,kubernetes.client,code_span,code_span,medium,kubernetes.client,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,airflow-core/src/airflow/core_api/,airflow-core/src/airflow/core_api/,code_span,code_span,medium,airflow-core/src/airflow/core_api/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,airflow.state.metastore.MetastoreStateBackend,airflow.state.metastore.MetastoreStateBackend,code_span,code_span,medium,airflow.state.metastore.MetastoreStateBackend,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,airflow-core/src/airflow/core_api/,airflow-core/src/airflow/core_api/,explicit_path,explicit_path,medium,airflow-core/src/airflow/core_api/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,Internal,Internal,directory_mention,common_directory_name,medium,internal/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,airflow-core/src/airflow/utils/db_cleanup.py,airflow-core/src/airflow/utils/db_cleanup.py,code_span,code_span,medium,airflow-core/src/airflow/utils/db_cleanup.py,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,airflow-core/src/airflow/utils/db_cleanup.py,airflow-core/src/airflow/utils/db_cleanup.py,explicit_path,explicit_path,high,airflow-core/src/airflow/utils/db_cleanup.py,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,[`dev/breeze/doc/ci/04_selective_checks.md`](dev/breeze/doc/ci/04_selective_checks.md),[`dev/breeze/doc/ci/04_selective_checks.md`](dev/breeze/doc/ci/04_selective_checks.md),markdown_link,markdown_link,medium,dev/breeze/doc/ci/04_selective_checks.md,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,dev/breeze/src/airflow_breeze/utils/selective_checks.py,dev/breeze/src/airflow_breeze/utils/selective_checks.py,code_span,code_span,medium,dev/breeze/src/airflow_breeze/utils/selective_checks.py,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,dev/breeze/doc/ci/04_selective_checks.md,dev/breeze/doc/ci/04_selective_checks.md,code_span,code_span,medium,dev/breeze/doc/ci/04_selective_checks.md,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,dev/breeze/tests/test_selective_checks.py,dev/breeze/tests/test_selective_checks.py,code_span,code_span,medium,dev/breeze/tests/test_selective_checks.py,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,dev/breeze/src/airflow_breeze/utils/selective_checks.py,dev/breeze/src/airflow_breeze/utils/selective_checks.py,explicit_path,explicit_path,high,dev/breeze/src/airflow_breeze/utils/selective_checks.py,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,add/rename,add/rename,explicit_path,explicit_path,medium,add/rename,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,dev/breeze/doc/ci/04_selective_checks.md,dev/breeze/doc/ci/04_selective_checks.md,explicit_path,explicit_path,high,dev/breeze/doc/ci/04_selective_checks.md,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,add/adjust,add/adjust,explicit_path,explicit_path,medium,add/adjust,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,dev/breeze/tests/test_selective_checks.py,dev/breeze/tests/test_selective_checks.py,explicit_path,explicit_path,high,dev/breeze/tests/test_selective_checks.py,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,examples,examples,directory_mention,common_directory_name,medium,examples/,not_in_head,False,stale,stale_directory,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,airflow-core/newsfragments/,airflow-core/newsfragments/,code_span,code_span,medium,airflow-core/newsfragments/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,chart/newsfragments/,chart/newsfragments/,code_span,code_span,medium,chart/newsfragments/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,dev/mypy/newsfragments/,dev/mypy/newsfragments/,code_span,code_span,medium,dev/mypy/newsfragments/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,providers/,providers/,code_span,code_span,medium,providers/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,airflow-ctl/,airflow-ctl/,code_span,code_span,medium,airflow-ctl/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,dev/README_RELEASE_PROVIDERS.md,dev/README_RELEASE_PROVIDERS.md,code_span,code_span,medium,dev/README_RELEASE_PROVIDERS.md,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,dev/README_RELEASE_AIRFLOWCTL.md,dev/README_RELEASE_AIRFLOWCTL.md,code_span,code_span,medium,dev/README_RELEASE_AIRFLOWCTL.md,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,providers/<provider>/docs/changelog.rst,providers/<provider>/docs/changelog.rst,code_span,code_span,medium,providers/<provider>/docs/changelog.rst,not_in_head,False,doc_reference,stale_doc_reference,never_existed,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,airflow-ctl/RELEASE_NOTES.rst,airflow-ctl/RELEASE_NOTES.rst,code_span,code_span,medium,airflow-ctl/RELEASE_NOTES.rst,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,task-sdk/,task-sdk/,code_span,code_span,medium,task-sdk/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,airflow-core/newsfragments/,airflow-core/newsfragments/,explicit_path,explicit_path,high,airflow-core/newsfragments/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,chart/newsfragments/,chart/newsfragments/,explicit_path,explicit_path,high,chart/newsfragments/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,dev/mypy/newsfragments/,dev/mypy/newsfragments/,explicit_path,explicit_path,high,dev/mypy/newsfragments/,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,build/release,build/release,explicit_path,explicit_path,medium,build/release,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,dev/README_RELEASE_PROVIDERS.md,dev/README_RELEASE_PROVIDERS.md,explicit_path,explicit_path,high,dev/README_RELEASE_PROVIDERS.md,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,dev/README_RELEASE_AIRFLOWCTL.md,dev/README_RELEASE_AIRFLOWCTL.md,explicit_path,explicit_path,high,dev/README_RELEASE_AIRFLOWCTL.md,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,airflow-ctl/RELEASE_NOTES.rst,airflow-ctl/RELEASE_NOTES.rst,explicit_path,explicit_path,high,airflow-ctl/RELEASE_NOTES.rst,resolved,True,valid,,,False,v2,misguidance_v2
apache/airflow,CLAUDE.md,unittest.TestCase,unittest.TestCase,code_span,code_span,medium,unittest.TestCase,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
apache/airflow,CLAUDE.md,@mock.patch,@mock.patch,code_span,code_span,medium,@mock.patch,not_in_head,False,stale,stale_path,never_existed,True,v2,misguidance_v2
