repo_url,repo_id,owner,repo,seed_pool,n_artifacts_head,artifact_types_head
https://github.com/DanielLavrushin/b4,DanielLavrushin/b4,DanielLavrushin,b4,github_search_api:go_active:p3,,
https://github.com/hashicorp/terraform-provider-azurerm,hashicorp/terraform-provider-azurerm,hashicorp,terraform-provider-azurerm,github_search_api:go_active:p3,,
https://github.com/helm-unittest/helm-unittest,helm-unittest/helm-unittest,helm-unittest,helm-unittest,github_search_api:go_active:p3,,
https://github.com/vllm-project/aibrix,vllm-project/aibrix,vllm-project,aibrix,github_search_api:go_active:p1,,
https://github.com/hookdeck/outpost,hookdeck/outpost,hookdeck,outpost,github_search_api:go_active:p1,,
https://github.com/gin-contrib/cors,gin-contrib/cors,gin-contrib,cors,github_search_api:go_active:p2,,
https://github.com/neilotoole/sq,neilotoole/sq,neilotoole,sq,github_search_api:go_active:p1,,
https://github.com/google/adk-go,google/adk-go,google,adk-go,github_search_api:go_active:p3,,
https://github.com/kubernetes-sigs/gateway-api,kubernetes-sigs/gateway-api,kubernetes-sigs,gateway-api,github_search_api:go_active:p2,,
https://github.com/oneclickvirt/ecs,oneclickvirt/ecs,oneclickvirt,ecs,github_search_api:go_active:p2,,
https://github.com/mk6i/open-oscar-server,mk6i/open-oscar-server,mk6i,open-oscar-server,github_search_api:go_active:p2,,
https://github.com/higress-group/higress,higress-group/higress,higress-group,higress,github_search_api:go_active:p1,,
https://github.com/radius-project/radius,radius-project/radius,radius-project,radius,github_search_api:go_active:p3,,
https://github.com/kenn-io/msgvault,kenn-io/msgvault,kenn-io,msgvault,github_search_api:go_active:p3,,
https://github.com/sipeed/picoclaw,sipeed/picoclaw,sipeed,picoclaw,github_search_api:go_active:p3,,
https://github.com/gin-contrib/sessions,gin-contrib/sessions,gin-contrib,sessions,github_search_api:go_active:p2,,
https://github.com/mvanhorn/printing-press-library,mvanhorn/printing-press-library,mvanhorn,printing-press-library,github_search_api:go_active:p3,,
https://github.com/github/gh-aw,github/gh-aw,github,gh-aw,github_search_api:go_active:p1,,
https://github.com/kubearmor/KubeArmor,kubearmor/KubeArmor,kubearmor,KubeArmor,github_search_api:go_active:p3,,
https://github.com/Dicklesworthstone/beads_viewer,Dicklesworthstone/beads_viewer,Dicklesworthstone,beads_viewer,github_search_api:go_active:p2,,
https://github.com/stacklok/toolhive,stacklok/toolhive,stacklok,toolhive,github_search_api:go_active:p1,,
https://github.com/nicholas-fedor/watchtower,nicholas-fedor/watchtower,nicholas-fedor,watchtower,github_search_api:go_active:p1,,
https://github.com/projectcalico/calico,projectcalico/calico,projectcalico,calico,github_search_api:go_active:p2,,
https://github.com/canopy-network/canopy,canopy-network/canopy,canopy-network,canopy,github_search_api:go_active:p1,,
https://github.com/99designs/gqlgen,99designs/gqlgen,99designs,gqlgen,github_search_api:go_active:p3,,
https://github.com/letsencrypt/boulder,letsencrypt/boulder,letsencrypt,boulder,github_search_api:go_active:p3,,
https://github.com/sqldef/sqldef,sqldef/sqldef,sqldef,sqldef,github_search_api:go_active:p1,,
https://github.com/lxc/incus-os,lxc/incus-os,lxc,incus-os,github_search_api:go_active:p2,,
https://github.com/cockroachdb/pebble,cockroachdb/pebble,cockroachdb,pebble,github_search_api:go_active:p2,,
https://github.com/rqlite/rqlite,rqlite/rqlite,rqlite,rqlite,github_search_api:go_active:p2,,
https://github.com/woodpecker-ci/woodpecker,woodpecker-ci/woodpecker,woodpecker-ci,woodpecker,github_search_api:go_active:p3,,
https://github.com/k8sgpt-ai/k8sgpt,k8sgpt-ai/k8sgpt,k8sgpt-ai,k8sgpt,github_search_api:go_active:p1,,
https://github.com/linkerd/linkerd2,linkerd/linkerd2,linkerd,linkerd2,github_search_api:go_active:p3,,
https://github.com/dokku/dokku,dokku/dokku,dokku,dokku,github_search_api:infra_topics:p1,,
https://github.com/opendevops-cn/opendevops,opendevops-cn/opendevops,opendevops-cn,opendevops,github_search_api:infra_topics:p3,,
https://github.com/vernu/vps-audit,vernu/vps-audit,vernu,vps-audit,github_search_api:infra_topics:p3,,
https://github.com/CanineHQ/canine,CanineHQ/canine,CanineHQ,canine,github_search_api:infra_topics:p1,,
https://github.com/DataTalksClub/ai-dev-tools-zoomcamp,DataTalksClub/ai-dev-tools-zoomcamp,DataTalksClub,ai-dev-tools-zoomcamp,github_search_api:infra_topics:p2,,
https://github.com/dagucloud/dagu,dagucloud/dagu,dagucloud,dagu,github_search_api:infra_topics:p1,,
https://github.com/kubetail-org/kubetail,kubetail-org/kubetail,kubetail-org,kubetail,github_search_api:infra_topics:p2,,
https://github.com/healthchecks/healthchecks,healthchecks/healthchecks,healthchecks,healthchecks,github_search_api:infra_topics:p2,,
https://github.com/Microsoft365DSC/Microsoft365DSC,Microsoft365DSC/Microsoft365DSC,Microsoft365DSC,Microsoft365DSC,github_search_api:infra_topics:p2,,
https://github.com/loft-sh/loft,loft-sh/loft,loft-sh,loft,github_search_api:infra_topics:p2,,
https://github.com/rohitg00/k8sgames,rohitg00/k8sgames,rohitg00,k8sgames,github_search_api:infra_topics:p3,,
https://github.com/inspec/inspec,inspec/inspec,inspec,inspec,github_search_api:infra_topics:p2,,
https://github.com/hystax/optscale,hystax/optscale,hystax,optscale,github_search_api:infra_topics:p2,,
https://github.com/freelensapp/freelens,freelensapp/freelens,freelensapp,freelens,github_search_api:infra_topics:p1,,
https://github.com/moul/assh,moul/assh,moul,assh,github_search_api:infra_topics:p2,,
https://github.com/aqzt/kjyw,aqzt/kjyw,aqzt,kjyw,github_search_api:infra_topics:p3,,
https://github.com/rorkai/app-store-connect-cli-skills,rorkai/app-store-connect-cli-skills,rorkai,app-store-connect-cli-skills,github_search_api:infra_topics:p2,,
https://github.com/syself/cluster-api-provider-hetzner,syself/cluster-api-provider-hetzner,syself,cluster-api-provider-hetzner,github_search_api:infra_topics:p1,,
https://github.com/vitobotta/hetzner-k3s,vitobotta/hetzner-k3s,vitobotta,hetzner-k3s,github_search_api:infra_topics:p1,,
https://github.com/betterleaks/betterleaks,betterleaks/betterleaks,betterleaks,betterleaks,github_search_api:infra_topics:p2,,
https://github.com/avevlad/russia-it-podcast,avevlad/russia-it-podcast,avevlad,russia-it-podcast,github_search_api:infra_topics:p3,,
https://github.com/chaterm/Chaterm,chaterm/Chaterm,chaterm,Chaterm,github_search_api:infra_topics:p2,,
https://github.com/lensapp/lens,lensapp/lens,lensapp,lens,github_search_api:infra_topics:p3,,
https://github.com/rairprotocol/dev-dapp-season1,rairprotocol/dev-dapp-season1,rairprotocol,dev-dapp-season1,github_search_api:infra_topics:p3,,
https://github.com/moul/sshportal,moul/sshportal,moul,sshportal,github_search_api:infra_topics:p1,,
https://github.com/mattn/goreman,mattn/goreman,mattn,goreman,github_search_api:infra_topics:p3,,
https://github.com/rohitg00/kubectl-mcp-server,rohitg00/kubectl-mcp-server,rohitg00,kubectl-mcp-server,github_search_api:infra_topics:p3,,
https://github.com/jenkins-x/jx,jenkins-x/jx,jenkins-x,jx,github_search_api:infra_topics:p2,,
https://github.com/kubeshop/monokle,kubeshop/monokle,kubeshop,monokle,github_search_api:infra_topics:p3,,
https://github.com/capistrano/sshkit,capistrano/sshkit,capistrano,sshkit,github_search_api:infra_topics:p3,,
https://github.com/adnanh/webhook,adnanh/webhook,adnanh,webhook,github_search_api:infra_topics:p3,,
https://github.com/DataDog/dd-agent,DataDog/dd-agent,DataDog,dd-agent,github_search_api:infra_topics:p3,,
https://github.com/stakpak/agent,stakpak/agent,stakpak,agent,github_search_api:infra_topics:p2,,
https://github.com/gonglei007/GameDevMind,gonglei007/GameDevMind,gonglei007,GameDevMind,github_search_api:infra_topics:p1,,
https://github.com/pycontribs/jenkinsapi,pycontribs/jenkinsapi,pycontribs,jenkinsapi,github_search_api:infra_topics:p2,,
https://github.com/lmorg/murex,lmorg/murex,lmorg,murex,github_search_api:infra_topics:p3,,
https://github.com/env0/terratag,env0/terratag,env0,terratag,github_search_api:infra_topics:p3,,
https://github.com/kitops-ml/kitops,kitops-ml/kitops,kitops-ml,kitops,github_search_api:infra_topics:p1,,
https://github.com/AlexAnys/awesome-openclaw-usecases-zh,AlexAnys/awesome-openclaw-usecases-zh,AlexAnys,awesome-openclaw-usecases-zh,github_search_api:infra_topics:p2,,
https://github.com/bridgecrewio/yor,bridgecrewio/yor,bridgecrewio,yor,github_search_api:infra_topics:p2,,
https://github.com/clearml/clearml,clearml/clearml,clearml,clearml,github_search_api:infra_topics:p2,,
https://github.com/vilaca/awesome-k8s-tools,vilaca/awesome-k8s-tools,vilaca,awesome-k8s-tools,github_search_api:infra_topics:p1,,
https://github.com/apache/apisix-dashboard,apache/apisix-dashboard,apache,apisix-dashboard,github_search_api:infra_topics:p2,,
https://github.com/tianshiyeben/wgcloud,tianshiyeben/wgcloud,tianshiyeben,wgcloud,github_search_api:infra_topics:p2,,
https://github.com/OneUptime/oneuptime,OneUptime/oneuptime,OneUptime,oneuptime,github_search_api:infra_topics:p1,,
https://github.com/NotHarshhaa/DevOps-Interview-Questions,NotHarshhaa/DevOps-Interview-Questions,NotHarshhaa,DevOps-Interview-Questions,github_search_api:infra_topics:p3,,
https://github.com/rohitg00/awesome-devops-mcp-servers,rohitg00/awesome-devops-mcp-servers,rohitg00,awesome-devops-mcp-servers,github_search_api:infra_topics:p3,,
https://github.com/devspace-sh/devspace,devspace-sh/devspace,devspace-sh,devspace,github_search_api:infra_topics:p1,,
https://github.com/dromara/orion-visor,dromara/orion-visor,dromara,orion-visor,github_search_api:infra_topics:p3,,
https://github.com/awesome-foss/awesome-sysadmin,awesome-foss/awesome-sysadmin,awesome-foss,awesome-sysadmin,github_search_api:infra_topics:p1,,
https://github.com/artem-ogre/CDT,artem-ogre/CDT,artem-ogre,CDT,github_search_api:library_topics:p3,,
https://github.com/viblo/pymunk,viblo/pymunk,viblo,pymunk,github_search_api:library_topics:p1,,
https://github.com/apache/cordova-plugin-inappbrowser,apache/cordova-plugin-inappbrowser,apache,cordova-plugin-inappbrowser,github_search_api:library_topics:p1,,
https://github.com/inkline/inkline,inkline/inkline,inkline,inkline,github_search_api:library_topics:p1,,
https://github.com/unikraft/unikraft,unikraft/unikraft,unikraft,unikraft,github_search_api:library_topics:p1,,
https://github.com/paulbartrum/jurassic,paulbartrum/jurassic,paulbartrum,jurassic,github_search_api:library_topics:p3,,
https://github.com/FreeRDP/FreeRDP,FreeRDP/FreeRDP,FreeRDP,FreeRDP,github_search_api:library_topics:p1,,
https://github.com/evanwashere/mitata,evanwashere/mitata,evanwashere,mitata,github_search_api:library_topics:p3,,
https://github.com/ondras/rot.js,ondras/rot.js,ondras,rot.js,github_search_api:library_topics:p3,,
https://github.com/lukasbach/headless-tree,lukasbach/headless-tree,lukasbach,headless-tree,github_search_api:library_topics:p2,,
https://github.com/felangel/bloc,felangel/bloc,felangel,bloc,github_search_api:library_topics:p1,,
https://github.com/lusaxweb/vuesax,lusaxweb/vuesax,lusaxweb,vuesax,github_search_api:library_topics:p3,,
https://github.com/zpl-c/librg,zpl-c/librg,zpl-c,librg,github_search_api:library_topics:p3,,
https://github.com/wolph/python-progressbar,wolph/python-progressbar,wolph,python-progressbar,github_search_api:library_topics:p1,,
https://github.com/PaulRBerg/prb-math,PaulRBerg/prb-math,PaulRBerg,prb-math,github_search_api:library_topics:p2,,
https://github.com/apache/shiro,apache/shiro,apache,shiro,github_search_api:library_topics:p1,,
https://github.com/libexpat/libexpat,libexpat/libexpat,libexpat,libexpat,github_search_api:library_topics:p1,,
https://github.com/guhrodrrigues/luxe,guhrodrrigues/luxe,guhrodrrigues,luxe,github_search_api:library_topics:p3,,
https://github.com/nayuki/QR-Code-generator,nayuki/QR-Code-generator,nayuki,QR-Code-generator,github_search_api:library_topics:p3,,
https://github.com/mkpaz/atlantafx,mkpaz/atlantafx,mkpaz,atlantafx,github_search_api:library_topics:p3,,
https://github.com/imbrn/v8n,imbrn/v8n,imbrn,v8n,github_search_api:library_topics:p3,,
https://github.com/modernish/modernish,modernish/modernish,modernish,modernish,github_search_api:library_topics:p3,,
https://github.com/jonhoo/fantoccini,jonhoo/fantoccini,jonhoo,fantoccini,github_search_api:library_topics:p2,,
https://github.com/mpetroff/pannellum,mpetroff/pannellum,mpetroff,pannellum,github_search_api:library_topics:p2,,
https://github.com/enkisoftware/imgui_markdown,enkisoftware/imgui_markdown,enkisoftware,imgui_markdown,github_search_api:library_topics:p2,,
https://github.com/retentioneering/retentioneering-tools,retentioneering/retentioneering-tools,retentioneering,retentioneering-tools,github_search_api:library_topics:p3,,
https://github.com/sksamuel/hoplite,sksamuel/hoplite,sksamuel,hoplite,github_search_api:library_topics:p1,,
https://github.com/lukasmasuch/best-of-python,lukasmasuch/best-of-python,lukasmasuch,best-of-python,github_search_api:library_topics:p1,,
https://github.com/schollz/progressbar,schollz/progressbar,schollz,progressbar,github_search_api:library_topics:p3,,
https://github.com/ContinualAI/avalanche,ContinualAI/avalanche,ContinualAI,avalanche,github_search_api:library_topics:p3,,
https://github.com/microsoft/FASTER,microsoft/FASTER,microsoft,FASTER,github_search_api:library_topics:p2,,
https://github.com/Devlight/NavigationTabBar,Devlight/NavigationTabBar,Devlight,NavigationTabBar,github_search_api:library_topics:p3,,
https://github.com/attractivechaos/klib,attractivechaos/klib,attractivechaos,klib,github_search_api:library_topics:p3,,
https://github.com/gruns/icecream,gruns/icecream,gruns,icecream,github_search_api:library_topics:p1,,
https://github.com/discordeno/discordeno,discordeno/discordeno,discordeno,discordeno,github_search_api:library_topics:p1,,
https://github.com/chatscope/chat-ui-kit-react,chatscope/chat-ui-kit-react,chatscope,chat-ui-kit-react,github_search_api:library_topics:p3,,
https://github.com/kokonut-labs/kokonutui,kokonut-labs/kokonutui,kokonut-labs,kokonutui,github_search_api:library_topics:p2,,
https://github.com/patriciogonzalezvivo/lygia,patriciogonzalezvivo/lygia,patriciogonzalezvivo,lygia,github_search_api:library_topics:p2,,
https://github.com/pb33f/libopenapi,pb33f/libopenapi,pb33f,libopenapi,github_search_api:library_topics:p2,,
https://github.com/afkT/DevUtils,afkT/DevUtils,afkT,DevUtils,github_search_api:library_topics:p2,,
https://github.com/arkhipenko/TaskScheduler,arkhipenko/TaskScheduler,arkhipenko,TaskScheduler,github_search_api:library_topics:p2,,
https://github.com/brainix/pottery,brainix/pottery,brainix,pottery,github_search_api:library_topics:p1,,
https://github.com/oauthlib/oauthlib,oauthlib/oauthlib,oauthlib,oauthlib,github_search_api:library_topics:p2,,
https://github.com/heroui-inc/heroui,heroui-inc/heroui,heroui-inc,heroui,github_search_api:library_topics:p1,,
https://github.com/brainboxdotcc/DPP,brainboxdotcc/DPP,brainboxdotcc,DPP,github_search_api:library_topics:p2,,
https://github.com/RobTillaart/Arduino,RobTillaart/Arduino,RobTillaart,Arduino,github_search_api:library_topics:p1,,
https://github.com/advanced-cropper/vue-advanced-cropper,advanced-cropper/vue-advanced-cropper,advanced-cropper,vue-advanced-cropper,github_search_api:library_topics:p3,,
https://github.com/margelo/react-native-graph,margelo/react-native-graph,margelo,react-native-graph,github_search_api:library_topics:p2,,
https://github.com/parnurzeal/gorequest,parnurzeal/gorequest,parnurzeal,gorequest,github_search_api:library_topics:p3,,
https://github.com/libcpr/cpr,libcpr/cpr,libcpr,cpr,github_search_api:library_topics:p1,,
https://github.com/harbor-framework/harbor,harbor-framework/harbor,harbor-framework,harbor,github_search_api:python_active:p1,,
https://github.com/alecmuffett/real-world-onion-sites,alecmuffett/real-world-onion-sites,alecmuffett,real-world-onion-sites,github_search_api:python_active:p2,,
https://github.com/sshuttle/sshuttle,sshuttle/sshuttle,sshuttle,sshuttle,github_search_api:python_active:p3,,
https://github.com/airbytehq/airbyte,airbytehq/airbyte,airbytehq,airbyte,github_search_api:python_active:p1,,
https://github.com/TheR1D/shell_gpt,TheR1D/shell_gpt,TheR1D,shell_gpt,github_search_api:python_active:p3,,
https://github.com/tonquer/JMComic-qt,tonquer/JMComic-qt,tonquer,JMComic-qt,github_search_api:python_active:p3,,
https://github.com/ByteDance-Seed/VeOmni,ByteDance-Seed/VeOmni,ByteDance-Seed,VeOmni,github_search_api:python_active:p2,,
https://github.com/OCA/OpenUpgrade,OCA/OpenUpgrade,OCA,OpenUpgrade,github_search_api:python_active:p1,,
https://github.com/flosell/trailscraper,flosell/trailscraper,flosell,trailscraper,github_search_api:python_active:p3,,
https://github.com/AcademySoftwareFoundation/rez,AcademySoftwareFoundation/rez,AcademySoftwareFoundation,rez,github_search_api:python_active:p3,,
https://github.com/PrimeIntellect-ai/prime-rl,PrimeIntellect-ai/prime-rl,PrimeIntellect-ai,prime-rl,github_search_api:python_active:p1,,
https://github.com/modelscope/DiffSynth-Studio,modelscope/DiffSynth-Studio,modelscope,DiffSynth-Studio,github_search_api:python_active:p2,,
https://github.com/keithrozario/Klayers,keithrozario/Klayers,keithrozario,Klayers,github_search_api:python_active:p3,,
https://github.com/NVIDIA-NeMo/Guardrails,NVIDIA-NeMo/Guardrails,NVIDIA-NeMo,Guardrails,github_search_api:python_active:p3,,
https://github.com/volcengine/OpenViking,volcengine/OpenViking,volcengine,OpenViking,github_search_api:python_active:p2,,
https://github.com/nvaccess/nvda,nvaccess/nvda,nvaccess,nvda,github_search_api:python_active:p3,,
https://github.com/google/tunix,google/tunix,google,tunix,github_search_api:python_active:p2,,
https://github.com/MashiroSaber03/Saber-Translator,MashiroSaber03/Saber-Translator,MashiroSaber03,Saber-Translator,github_search_api:python_active:p3,,
https://github.com/skypilot-org/skypilot,skypilot-org/skypilot,skypilot-org,skypilot,github_search_api:python_active:p2,,
https://github.com/kedro-org/kedro,kedro-org/kedro,kedro-org,kedro,github_search_api:python_active:p2,,
https://github.com/mani-skill/ManiSkill,mani-skill/ManiSkill,mani-skill,ManiSkill,github_search_api:python_active:p2,,
https://github.com/castorini/pyserini,castorini/pyserini,castorini,pyserini,github_search_api:python_active:p3,,
https://github.com/frappe/erpnext,frappe/erpnext,frappe,erpnext,github_search_api:python_active:p1,,
https://github.com/ycdxsb/PocOrExp_in_Github,ycdxsb/PocOrExp_in_Github,ycdxsb,PocOrExp_in_Github,github_search_api:python_active:p1,,
https://github.com/Textualize/rich,Textualize/rich,Textualize,rich,github_search_api:python_active:p3,,
https://github.com/Misaka-blog/chromego_merge,Misaka-blog/chromego_merge,Misaka-blog,chromego_merge,github_search_api:python_active:p3,,
https://github.com/intel/auto-round,intel/auto-round,intel,auto-round,github_search_api:python_active:p2,,
https://github.com/voxel51/fiftyone,voxel51/fiftyone,voxel51,fiftyone,github_search_api:python_active:p3,,
https://github.com/uriyyo/fastapi-pagination,uriyyo/fastapi-pagination,uriyyo,fastapi-pagination,github_search_api:python_active:p2,,
https://github.com/yoshitomo-matsubara/torchdistill,yoshitomo-matsubara/torchdistill,yoshitomo-matsubara,torchdistill,github_search_api:python_active:p1,,
https://github.com/XiaoMi/xiaomi-miloco,XiaoMi/xiaomi-miloco,XiaoMi,xiaomi-miloco,github_search_api:python_active:p1,,
https://github.com/Q00/ouroboros,Q00/ouroboros,Q00,ouroboros,github_search_api:python_active:p1,,
https://github.com/flagos-ai/FlagGems,flagos-ai/FlagGems,flagos-ai,FlagGems,github_search_api:python_active:p1,,
https://github.com/OpenHands/OpenHands,OpenHands/OpenHands,OpenHands,OpenHands,github_search_api:python_active:p1,,
https://github.com/PyAV-Org/PyAV,PyAV-Org/PyAV,PyAV-Org,PyAV,github_search_api:python_active:p2,,
https://github.com/SuanmoSuanyangTechnology/MemoryBear,SuanmoSuanyangTechnology/MemoryBear,SuanmoSuanyangTechnology,MemoryBear,github_search_api:python_active:p3,,
https://github.com/potpie-ai/potpie,potpie-ai/potpie,potpie-ai,potpie,github_search_api:python_active:p2,,
https://github.com/areal-project/AReaL,areal-project/AReaL,areal-project,AReaL,github_search_api:python_active:p2,,
https://github.com/kernalix7/winpodx,kernalix7/winpodx,kernalix7,winpodx,github_search_api:python_active:p3,,
https://github.com/8680/GOODBYEADS,8680/GOODBYEADS,8680,GOODBYEADS,github_search_api:python_active:p2,,
https://github.com/opensquilla/opensquilla,opensquilla/opensquilla,opensquilla,opensquilla,github_search_api:python_active:p2,,
https://github.com/davila7/claude-code-templates,davila7/claude-code-templates,davila7,claude-code-templates,github_search_api:python_active:p2,,
https://github.com/goauthentik/authentik,goauthentik/authentik,goauthentik,authentik,github_search_api:python_active:p2,,
https://github.com/SemiAnalysisAI/InferenceX,SemiAnalysisAI/InferenceX,SemiAnalysisAI,InferenceX,github_search_api:python_active:p1,,
https://github.com/millylee/anyrouter-check-in,millylee/anyrouter-check-in,millylee,anyrouter-check-in,github_search_api:python_active:p3,,
https://github.com/omnimind-ai/OmniInfer,omnimind-ai/OmniInfer,omnimind-ai,OmniInfer,github_search_api:python_active:p1,,
https://github.com/djlint/djLint,djlint/djLint,djlint,djLint,github_search_api:python_active:p1,,
https://github.com/adminlove520/AI-Account-Toolkit,adminlove520/AI-Account-Toolkit,adminlove520,AI-Account-Toolkit,github_search_api:python_active:p3,,
https://github.com/pdm-project/pdm,pdm-project/pdm,pdm-project,pdm,github_search_api:python_active:p3,,
https://github.com/python/cpython,python/cpython,python,cpython,github_search_api:python_active:p2,,
https://github.com/Automattic/harper,Automattic/harper,Automattic,harper,github_search_api:rust_active:p3,,
https://github.com/cocoindex-io/cocoindex,cocoindex-io/cocoindex,cocoindex-io,cocoindex,github_search_api:rust_active:p2,,
https://github.com/rivet-dev/secure-exec,rivet-dev/secure-exec,rivet-dev,secure-exec,github_search_api:rust_active:p2,,
https://github.com/wealthfolio/wealthfolio,wealthfolio/wealthfolio,wealthfolio,wealthfolio,github_search_api:rust_active:p3,,
https://github.com/quarylabs/sqruff,quarylabs/sqruff,quarylabs,sqruff,github_search_api:rust_active:p3,,
https://github.com/iwe-org/iwe,iwe-org/iwe,iwe-org,iwe,github_search_api:rust_active:p3,,
https://github.com/kanidm/kanidm,kanidm/kanidm,kanidm,kanidm,github_search_api:rust_active:p1,,
https://github.com/madsmtm/objc2,madsmtm/objc2,madsmtm,objc2,github_search_api:rust_active:p3,,
https://github.com/wild-linker/wild,wild-linker/wild,wild-linker,wild,github_search_api:rust_active:p1,,
https://github.com/voidzero-dev/vite-plus,voidzero-dev/vite-plus,voidzero-dev,vite-plus,github_search_api:rust_active:p2,,
https://github.com/rust-lang/portable-simd,rust-lang/portable-simd,rust-lang,portable-simd,github_search_api:rust_active:p1,,
https://github.com/regolith-labs/ore,regolith-labs/ore,regolith-labs,ore,github_search_api:rust_active:p3,,
https://github.com/pgcentralfoundation/pgrx,pgcentralfoundation/pgrx,pgcentralfoundation,pgrx,github_search_api:rust_active:p3,,
https://github.com/katanemo/plano,katanemo/plano,katanemo,plano,github_search_api:rust_active:p3,,
https://github.com/ClementTsang/bottom,ClementTsang/bottom,ClementTsang,bottom,github_search_api:rust_active:p1,,
https://github.com/git-ai-project/git-ai,git-ai-project/git-ai,git-ai-project,git-ai,github_search_api:rust_active:p1,,
https://github.com/moq-dev/moq,moq-dev/moq,moq-dev,moq,github_search_api:rust_active:p1,,
https://github.com/zed-industries/zed,zed-industries/zed,zed-industries,zed,github_search_api:rust_active:p2,,
https://github.com/facebook/pyrefly,facebook/pyrefly,facebook,pyrefly,github_search_api:rust_active:p1,,
https://github.com/kata-containers/kata-containers,kata-containers/kata-containers,kata-containers,kata-containers,github_search_api:rust_active:p1,,
https://github.com/apache/iceberg-rust,apache/iceberg-rust,apache,iceberg-rust,github_search_api:rust_active:p2,,
https://github.com/rust-lang/docs.rs,rust-lang/docs.rs,rust-lang,docs.rs,github_search_api:rust_active:p1,,
https://github.com/ogulcancelik/herdr,ogulcancelik/herdr,ogulcancelik,herdr,github_search_api:rust_active:p3,,
https://github.com/adysec/tracker,adysec/tracker,adysec,tracker,github_search_api:rust_active:p1,,
https://github.com/sashiko-dev/sashiko,sashiko-dev/sashiko,sashiko-dev,sashiko,github_search_api:rust_active:p3,,
https://github.com/darkrenaissance/darkfi,darkrenaissance/darkfi,darkrenaissance,darkfi,github_search_api:rust_active:p3,,
https://github.com/longbridge/gpui-component,longbridge/gpui-component,longbridge,gpui-component,github_search_api:rust_active:p1,,
https://github.com/jj-vcs/jj,jj-vcs/jj,jj-vcs,jj,github_search_api:rust_active:p2,,
https://github.com/qufei1993/skills-hub,qufei1993/skills-hub,qufei1993,skills-hub,github_search_api:rust_active:p2,,
https://github.com/influxdata/influxdb,influxdata/influxdb,influxdata,influxdb,github_search_api:rust_active:p3,,
https://github.com/FyroxEngine/Fyrox,FyroxEngine/Fyrox,FyroxEngine,Fyrox,github_search_api:rust_active:p3,,
https://github.com/o2sh/onefetch,o2sh/onefetch,o2sh,onefetch,github_search_api:rust_active:p3,,
https://github.com/MystenLabs/sui,MystenLabs/sui,MystenLabs,sui,github_search_api:rust_active:p3,,
https://github.com/hydro-project/hydro,hydro-project/hydro,hydro-project,hydro,github_search_api:rust_active:p2,,
https://github.com/facebook/sapling,facebook/sapling,facebook,sapling,github_search_api:rust_active:p2,,
https://github.com/juspay/hyperswitch,juspay/hyperswitch,juspay,hyperswitch,github_search_api:rust_active:p2,,
https://github.com/zama-ai/fhevm,zama-ai/fhevm,zama-ai,fhevm,github_search_api:rust_active:p2,,
https://github.com/vortex-data/vortex,vortex-data/vortex,vortex-data,vortex,github_search_api:rust_active:p3,,
https://github.com/libnyanpasu/clash-nyanpasu,libnyanpasu/clash-nyanpasu,libnyanpasu,clash-nyanpasu,github_search_api:rust_active:p1,,
https://github.com/supabase/wrappers,supabase/wrappers,supabase,wrappers,github_search_api:rust_active:p1,,
https://github.com/tock/tock,tock/tock,tock,tock,github_search_api:rust_active:p2,,
https://github.com/openfootmanager/openfootmanager,openfootmanager/openfootmanager,openfootmanager,openfootmanager,github_search_api:rust_active:p3,,
